,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,0,1,2,3,4,5,6,7,8
0,,,,0.0838447318142962,0.016557532384626476,,,0.8350880578567258,-2.478788621377288,,,,,,,,,
0,,,,0.08307725927357207,0.003439274767212788,,,0.9602471966157189,-2.487984269522081,,,,,,,,,
0,,,,0.0316769923473191,0.002710874295721265,,,0.921167709417359,-3.4521646550744536,,,,,,,,,
0,,,,0.019098046920426836,0.0004307664160460465,,,0.9779420076056783,-3.9581692046330352,,,,,,,,,
0,,,,0.07346703786685399,0.012001535933076945,,,0.8595795460309104,-2.610918437750123,,,,,,,,,
0,,,,0.061599480661686204,0.0010829814382969608,,,0.9827227361208383,-2.787101839294985,,,,,,,,,
0,,,,0.10122337603416462,0.0318988607943908,,,0.7603791706454535,-2.290425560322616,,,,,,,,,
0,,,,0.1111340313187149,0.0035298695837256925,,,0.9692155111072925,-2.1970183167409645,,,,,,,,,
0,,,,0.13243384866809946,0.03206316473591967,,,0.8050836056386647,-2.0216720135603996,,,,,,,,,
0,,,,0.19435932000581366,0.010015084248653066,,,0.9509963868264869,-1.6380466680829193,,,,,,,,,
0,,,0.03939016366492076,0.013810090745140018,0.0011860833833638735,2.8522740648016933,0.7242657855459255,0.2539257340252402,-4.282355740609316,,,,,,,,,
0,,,,0.02761783378956606,0.004447931103049302,,,0.8612872289825326,-3.5892935631293508,,,,,,,,,
0,,,,0.10907408238754085,0.00785176607091723,,,0.9328483293092644,-2.215727972682241,,,,,,,,,
0,,,,0.0031292693524304265,0.0005346964780630238,,,0.8540661941732648,-5.766955735408267,,,,,,,,,
0,,,,0.10567149817377805,0.0011728962535052672,,,0.9890223884950415,-2.2474200707762146,,,,,,,,,
0,,,,0.041997621166874013,,,,1.0,-3.170142301186763,,,,,,,,,
0,,,,0.01657900520785395,0.0034882351363396094,,,0.82617265371275,-4.099618130601331,,,,,,,,,
0,,,,0.11808542598002085,,,,1.0,-2.136346967457904,,,,,,,,,
0,,,,0.12579471944651127,0.05629020987492925,,,0.690857392291054,-2.073103911379704,,,,,,,,,
0,,,,0.039411264624506295,0.011729280431896416,,,0.7706461591490619,-3.233703599365773,,,,,,,,,
0,,,,0.09547713225505924,0.03287833142975715,,,0.7438493813516842,-2.3488685129954625,,,,,,,,,
0,,,,0.12284435854653052,0.03781288663098849,,,0.7646362814872933,-2.096837102546535,,,,,,,,,
0,,,,0.0130702796037838,0.0005980240427535075,,,0.9562473838584198,-4.3374143587834135,,,,,,,,,
0,,,,0.15273088239821192,0.062058675366979045,,,0.7110721954424717,-1.8790778449123022,,,,,,,,,
0,,,0.002497553343258552,0.012449256135316765,0.0013648106234278846,0.20061868083614642,0.1531149773989545,0.7632139577470846,-4.386094406023742,,,,,,,,,
0,,,0.012726524972765357,0.03380711057873759,0.0024393736000542453,0.3764452138885093,0.2598681435600674,0.69032128440616,-3.3870841264662825,,,,,,,,,
0,,,,0.07426154288440043,0.0007789725335801585,,,0.989619307260335,-2.600162053659374,,,,,,,,,
0,,,,0.07676678139951822,0.008707191040803109,,,0.8981304975981718,-2.566983266258703,,,,,,,,,
0,,,0.002019288214741698,0.04087889529298021,0.03356892309138556,0.04939683913347956,0.02640727895365754,0.5345945088166492,-3.1971413566176667,,,,,,,,,
0,,,,0.007617206504642403,0.0003228470132619399,,,0.9593394411594406,-4.8773455769385805,,,,,,,,,
0,,,,0.1704461031586294,0.050145707363827265,,,0.7726764776758459,-1.7693361427385959,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
0,,,,0.18871584588736098,0.03609359536095681,,,0.8394480447060544,-1.6675128561673715,,,,,,,,,
0,,,,0.11404037699620469,0.002809344628713677,,,0.9759576266879648,-2.1712027091188166,,,,,,,,,
0,,,,0.07536727327614601,0.0013464409409065705,,,0.9824484975776695,-2.585382139621898,,,,,,,,,
0,,,,0.1380013503215477,0.022667243304513314,,,0.858919264848556,-1.980491808934053,,,,,,,,,
0,,,,0.033699019864731936,0.007484162210408537,,,0.8182713954265757,-3.390286526179356,,,,,,,,,
0,,,,0.17510834602729958,0.017184324409509146,,,0.9106345324006706,-1.742350376478441,,,,,,,,,
0,,,0.021177735156705742,0.19040018687831456,0.04323468558850522,0.11122749144275004,0.08311101775621291,0.7472165080607883,-1.6586271751216008,,,,,,,,,
0,,,,0.007368763028291317,0.0010620660271341128,,,0.8740259089406339,-4.910505425633836,,,,,,,,,
0,,,,0.0660059963705574,0.0015832049700369253,,,0.9765760663148115,-2.718009686983341,,,,,,,,,
0,,,,0.060516490981959783,0.0033142986102703185,,,0.9480768038208045,-2.804839372873822,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
0,,,0.006053761252122143,0.03116745903642428,0.0006330610905457435,0.194233390827508,0.159922762540297,0.8233536049541498,-3.468380708050194,,,,,,,,,
0,,,,0.014857575772693305,0.0007593020172623197,,,0.9513793968631372,-4.2092453907739324,,,,,,,,,
0,,,,0.020554342800916444,0.0006604571370748466,,,0.968868094961758,-3.884683031854869,,,,,,,,,
0,,,0.050683864290795216,0.052394951328084416,0.0005267406931498447,0.9673425207216094,0.4892002523315479,0.5057156507155488,-2.948945040997654,,,,,,,,,
0,,,0.006785008027802149,0.023159185916347635,0.003430048996071349,0.29297264818849866,0.2033007322429826,0.693923932831364,-3.7653637773119017,,,,,,,,,
0,,,,0.10769952560885646,0.051681930747054544,,,0.6757343549951957,-2.228410099575489,,,,,,,,,
0,,,,,0.05396698810746527,,,,,,,,,,,,,
0,,,,0.10825242092638149,0.015863246475282356,,,0.8721898144901753,-2.223289548133618,,,,,,,,,
0,,,,0.02999442273946324,0.0004438817877924999,,,0.985417000234194,-3.5067438232877017,,,,,,,,,
0,,,0.002241927904886339,0.037330857880218525,0.0015915179513940538,0.060055622404389684,0.05446291328616598,0.906874512421756,-3.287935005333405,,,,,,,,,
0,,,,0.04583502877701749,0.0016363672826097495,,,0.9655294046849947,-3.082706659729226,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
0,,,0.008771357527727858,0.029305514104356077,0.0028702698626073032,0.29930741008307554,0.2142117180234683,0.7156913287379416,-3.5299795859775935,,,,,,,,,
0,,,,0.004286101445189371,0.00026423089945865915,,,0.9419315163277161,-5.452377713244601,,,,,,,,,
0,,,,0.12158383082454025,0.0047708422546397225,,,0.9622424550008524,-2.107151288484316,,,,,,,,,
0,,,,0.15759718297948938,0.023565558226781337,,,0.8699205031350804,-1.8477129762137348,,,,,,,,,
0,,,,0.10023498492611457,0.061733433747453596,,,0.6188551184668203,-2.300238000311157,,,,,,,,,
0,,,0.04159550657620727,0.16245080939106263,0.013619268280715002,0.25604985738221675,0.19109822400227403,0.7463320853056106,-1.8173800344783158,,,,,,,,,
0,,,,0.16148272592017152,0.022586494734939157,,,0.8772934733218688,-1.823357102286697,,,,,,,,,
0,,,,0.15012945719604703,0.0378424708500723,,,0.7986802005840598,-1.8962573091239945,,,,,,,,,
0,,,0.0192136381186602,0.11038630079615074,0.04713256497035566,0.17405817551710365,0.10871592772286201,0.6245953538228325,-2.203769239829958,,,,,,,,,
0,,,,0.15215763907254334,0.010316037287992802,,,0.9365064081820795,-1.8828381963901897,,,,,,,,,
0,,,,0.01663251459541021,0.0002534447845654746,,,0.9849907974511639,-4.096395788825081,,,,,,,,,
0,,,,0.04202716024074417,0.0015729464629690166,,,0.9639233345537878,-3.1694391973025944,,,,,,,,,
0,,,,0.03146422378177447,0.0024990991885893528,,,0.9264177068077217,-3.458904131566248,,,,,,,,,
0,,,,0.03609423880553412,0.0023083685978381205,,,0.9398903159467392,-3.321622016253522,,,,,,,,,
0,,,,0.14135530769367322,0.029576141922583746,,,0.8269707418442743,-1.9564786455392216,,,,,,,,,
0,,,,0.028290022547284056,0.0033288016254299176,,,0.8947208913510907,-3.5652460966635333,,,,,,,,,
0,,,,0.13990476881389308,0.0009455706568637447,,,0.993286699482467,-1.9667933105872069,,,,,,,,,
0,,,,0.02554589369059447,0.0035518785608523043,,,0.8779329726633729,-3.667278691859506,,,,,,,,,
0,,,,0.11352725988057488,0.016538818361613028,,,0.8728429534807906,-2.1757122957388657,,,,,,,,,
0,,,,0.050297662369576626,0.012843095752508296,,,0.7965957943096643,-2.989796676722255,,,,,,,,,
0,,,,0.13809547273541226,0.03111296966336172,,,0.8161263751247252,-1.9798100016139357,,,,,,,,,
0,,,,0.12358249860624232,0.019669503502954083,,,0.8626929940709614,-2.090846341021228,,,,,,,,,
0,,,0.046576602542043696,0.07792995514438529,0.0774432985205315,0.597672646618987,0.23063449222915747,0.38588764858798313,-2.5519448667153704,,,,,,,,,
0,,,,0.0961038940545666,0.00393902832067133,,,0.9606266167845743,-2.3423254429676645,,,,,,,,,
0,,,,0.022313007082135718,0.0012078251261380749,,,0.9486487078585083,-3.802585493330291,,,,,,,,,
0,,,,0.17453062530116195,0.004446330769646491,,,0.9751569650794184,-1.7456550495800116,,,,,,,,,
0,,,,0.08461456625476409,0.0007608928924023285,,,0.9910876860868093,-2.4696488492385877,,,,,,,,,
0,,,0.006430466119566974,0.11921528332482069,0.007020681661723656,0.05393994746500885,0.04847093621161527,0.8986092588069101,-2.1268243167575784,,,,,,,,,
0,,,0.004392297572105133,0.10463848810524981,0.04194807113584106,0.041975927325012326,0.029092136904571086,0.6930671639322156,-2.257243839913086,,,,,,,,,
0,,,,0.048695516284679496,0.030477216954672478,,,0.6150541264940933,-3.0221683212085146,,,,,,,,,
0,,,,0.08247077261773131,0.0345740084613419,,,0.7046087134975769,-2.4953113197106305,,,,,,,,,
0,,,,0.06829057794251767,0.00044879339672353397,,,0.9934710866861343,-2.6839834729827503,,,,,,,,,
0,,,,0.08649072396618501,0.00394467428927925,,,0.9563813023951503,-2.4477181081797874,,,,,,,,,
0,,,,0.15275725271529908,0.007262113053954829,,,0.9546172863575355,-1.8789052011063956,,,,,,,,,
0,,,0.0007137219255809516,0.005465662158162064,0.00019668263433228058,0.13058288363380194,0.11193765014372346,0.8572153335013956,-5.209270001260199,,,,,,,,,
0,,,,0.08527651672596692,0.03384502996293097,,,0.7158781857381196,-2.46185616454458,,,,,,,,,
0,,,,0.17214744634170642,0.024200178337585244,,,0.8767483009936428,-1.759403923221619,,,,,,,,,
0,,,,0.1334163697900415,0.020781048532446195,,,0.8652308919401956,-2.014280440959847,,,,,,,,,
0,,,,0.03554202036577403,0.020794996917412753,,,0.6308821815524336,-3.3370396102131537,,,,,,,,,
0,,,,0.08659801461680988,0.027301921737865557,,,0.7602990606346828,-2.4464783895794384,,,,,,,,,
0,,,,0.0150944989009715,0.00013993930609688853,,,0.990814278531652,-4.1934249127326435,,,,,,,,,
0,,,,0.19649490608148001,0.06552310101820574,,,0.7499290154005437,-1.6271187712583,,,,,,,,,
0,,,,0.1630064311483797,0.02437540056924478,,,0.8699158806069451,-1.8139656240556636,,,,,,,,,
0,,,0.0179606537732199,0.06875839821415428,0.0007005293062292676,0.2612139642532075,0.2054534408360761,0.7865331450539146,-2.67715639405363,,,,,,,,,
0,,,,0.02137021277344734,0.00124509705530798,,,0.9449445059680393,-3.8457572530582826,,,,,,,,,
0,,,,0.020025361563472455,0.0013268536769148022,,,0.9378587344696168,-3.910755730586597,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
0,,,0.0017418563528551663,0.04266010505561007,0.031854987602774734,0.040831037583816295,0.022841936052259624,0.559425804582375,-3.1544911033163188,,,,,,,,,
0,,,0.011172570244388622,0.017996967451705193,0.003153511600905261,0.6208029366264166,0.3456533491543417,0.5567843332583123,-4.017552010184731,,,,,,,,,
0,,,,0.05019429180252949,0.00044648374961635566,,,0.9911833153274558,-2.991853967862783,,,,,,,,,
0,,,,0.07344469990764603,0.0013230054058271262,,,0.9823051222412102,-2.611222538153787,,,,,,,,,
0,,,,0.03274262905720055,0.0017994771662189222,,,0.9479048221732674,-3.4190774091879526,,,,,,,,,
0,,,,0.08932805140808775,0.010575830332366611,,,0.8941399458347161,-2.415439714916271,,,,,,,,,
0,,,,0.0032849016443383195,9.589612647720683e-05,,,0.9716350598355741,-5.718418568334493,,,,,,,,,
0,,,,0.0389852616827685,0.0029663534815706424,,,0.9292910780681412,-3.244571609846834,,,,,,,,,
0,,,,0.07481835865986344,0.012212491386790269,,,0.8596762943227183,-2.5926919874871572,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
0,,,,0.15263242682127776,0.00336192055118486,,,0.9784484463199316,-1.8797226871534836,,,,,,,,,
0,,,,0.1486700085998695,0.02517519287157071,,,0.8551861503309508,-1.9060261365115203,,,,,,,,,
0,,,,0.17355058072628646,0.009673550973682308,,,0.9472037286577358,-1.7512861905186814,,,,,,,,,
0,,,,0.14808393570041836,0.009737445289041208,,,0.9383008485416082,-1.9099760328662916,,,,,,,,,
0,,,,0.1447728715098811,0.004850312509827289,,,0.9675831486837735,-1.9325891680340939,,,,,,,,,
0,,,,0.11535739856165614,0.04432294833144109,,,0.7224270287869902,-2.1597201563095436,,,,,,,,,
0,,,,0.031076616583876275,0.05209479873553188,,,0.3736453980557008,-3.471299620931178,,,,,,,,,
0,,,,0.04193698918557901,0.0006242662816201452,,,0.9853325219200536,-3.1715870446980925,,,,,,,,,
0,,,,0.12475865649796293,0.0015194200831494308,,,0.9879676652964106,-2.081374155992703,,,,,,,,,
0,,,,7.24031752752876e-05,0.00048397051052997346,,,0.13013407557277928,-9.533260402140836,,,,,,,,,
0,,,,0.04761203730023914,0.002197361220218799,,,0.9558846064098468,-3.0446696652558423,,,,,,,,,
0,,,,0.04150883433514484,0.0006658749322588909,,,0.9842115110257905,-3.1818489988546097,,,,,,,,,
0,,,,0.01570361739522535,0.00012837263853182493,,,0.9918915664892343,-4.153864185828375,,,,,,,,,
0,,,,0.11014733559978195,0.028986654704072443,,,0.7916637434118826,-2.205936394861728,,,,,,,,,
0,,,,0.10547792116532934,0.0008775006396401749,,,0.9917493567817417,-2.2492536260214737,,,,,,,,,
0,,,,0.042638696125236866,0.01082675716988371,,,0.7974999461779221,-3.154993078268519,,,,,,,,,
0,,,,0.1552774910061434,0.03924408193833209,,,0.7982533179004574,-1.8625414981206532,,,,,,,,,
0,,,,0.12759154877881546,0.0704361049915555,,,0.6443117733787229,-2.0589211424058376,,,,,,,,,
0,,,0.0014295685050904477,0.0005257297324597092,0.00020170121333045526,2.719208020444244,0.6627579364968382,0.24373197324879978,-7.550723293892079,,,,,,,,,
0,,,,0.1427606894632782,0.05734768381272451,,,0.7134168706992247,-1.9465855508448138,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
0,,,,0.011985119379115994,0.00026551567226354244,,,0.9783263748246551,-4.424089450434843,,,,,,,,,
0,,,,0.16629377099573747,0.006210808386721174,,,0.9639962694964102,-1.7939993499144853,,,,,,,,,
0,,,,0.03108604396102717,0.0015928238334862216,,,0.9512582919487299,-3.4709963077479737,,,,,,,,,
0,,,,0.1623698611974433,0.0296619805117614,,,0.845536134800609,-1.817878452236942,,,,,,,,,
0,,,,0.027176708383210194,0.0006300167925713131,,,0.9773430064637733,-3.6053949819633515,,,,,,,,,
0,,,,0.02428041679422375,0.00047070872761061674,,,0.9809823303915864,-3.7180851467839857,,,,,,,,,
0,,,,0.023559520939238906,0.002995085158676039,,,0.8872103337691305,-3.748225254054086,,,,,,,,,
0,,,0.048581727713354075,0.052356250091383956,0.0013803932561281798,0.9279069381126087,0.47480943265265846,0.5116994098766364,-2.9496839583167285,,,,,,,,,
0,,,0.04798040871034096,0.1152783838827737,0.008795131841435554,0.4162134052740722,0.27886843539330514,0.6700131035175889,-2.160405346449047,,,,,,,,,
0,,,,0.013582108982416803,0.011307123677219564,,,0.5457021985432008,-4.299001868289686,,,,,,,,,
0,,,,0.1277191076850131,0.002387327968557361,,,0.9816509617178814,-2.0579218976537517,,,,,,,,,
0,,,,0.07334775871311285,0.0024136815416848693,,,0.968141028819314,-2.6125433309184403,,,,,,,,,
0,,,,,,,,,,,,,,,,,,
0,,,,0.07867906394050729,0.054318334771398025,,,0.5915834798463943,-2.542378182576949,,,,,,,,,
0,,,,0.13477328811599995,0.028899789528046633,,,0.8234297909953315,-2.0041612595169487,,,,,,,,,
0,,,0.0255607928501932,0.02018853078770441,0.006227582030400175,1.2661046570937546,0.4917721153566759,0.388413479566137,-3.9026406186115743,,,,,,,,,
0,,,,0.009953046022512412,0.0001079152573183308,,,0.9892738621770995,-4.609876641744935,,,,,,,,,
0,,,,0.13983804696845212,0.005190805831289881,,,0.9642084610676923,-1.9672703333591381,,,,,,,,,
0,,,,0.09041458308403251,0.0017008772762074997,,,0.9815353766940337,-2.4033497072929983,,,,,,,,,
0,,,,0.02486058266580814,0.0008775427116347876,,,0.9659049484464836,-3.694471755289756,,,,,,,,,
0,,,,0.03134496702367287,0.018338908513573986,,,0.6308881238576944,-3.4627015663010123,,,,,,,,,
0,,,,0.010934229555384116,0.00023862725417244418,,,0.9786422346370414,-4.515857084090596,,,,,,,,,
0,,,,0.03443908820178057,0.00461227460199729,,,0.881892096181824,-3.3685630747504107,,,,,,,,,
0,,,,0.21111138174677552,0.008393640876171032,,,0.9617610532284304,-1.555369409206236,,,,,,,,,
0,,,,0.08041000412282995,0.0070847872052285064,,,0.9190261831854154,-2.5206166811494786,,,,,,,,,
0,,,,0.11802490724498174,0.001863618257035871,,,0.9844554076444579,-2.1368595984430696,,,,,,,,,
0,,,,0.1353185802036062,0.04468736486255301,,,0.7517450612749004,-2.0001234272647386,,,,,,,,,
0,,,,0.01786082750181803,0.0007101315131645195,,,0.9617611824681964,-4.02514537191853,,,,,,,,,
0,,,0.002382768296159552,0.08838427589036389,0.04844731690422498,0.02695918784372067,0.01711582251637328,0.6348790110292546,-2.426061199703487,,,,,,,,,
0,,,,0.17174991056045158,0.03575747667435088,,,0.8276809459612638,-1.7617158686340988,,,,,,,,,
0,,,,0.10342067113471672,0.019040675821007998,,,0.8445168512813103,-2.268950422625751,,,,,,,,,
0,,,,0.16314538575708676,0.02107217991189424,,,0.8856125373529325,-1.8131135385549126,,,,,,,,,
0,,,,0.015104499166621306,0.0002756044205276222,,,0.982080457458173,-4.192762621487553,,,,,,,,,
0,,,,0.11548113596892298,0.03207330051840819,,,0.7826341160459653,-2.1586480873036495,,,,,,,,,
0,,,,0.10154626653409388,0.07751172354756744,,,0.5671138522653059,-2.2872407564361756,,,,,,,,,
0,,,,0.037567530996696255,0.0004904137905851484,,,0.9871140232788125,-3.2816151389713344,,,,,,,,,
0,,,0.047246539910231464,0.12314020686874785,0.055022747046113894,0.38368085543814623,0.20960314984289205,0.5462955653691262,-2.094431679552881,,,,,,,,,
0,,,,0.09715920772045475,0.06673436247255113,,,0.5928189105041596,-2.3314043292612525,,,,,,,,,
0,,,,0.17775644165268778,0.028045572423189044,,,0.8637254715454389,-1.727340970996576,,,,,,,,,
0,,,,0.15946427937846347,0.01425206029113278,,,0.9179578598176786,-1.8359353355786623,,,,,,,,,
0,,,,0.005717980121733565,0.0002903864007386108,,,0.9516696593570777,-5.1641396615250015,,,,,,,,,
0,,,,0.19011191487734444,0.02538490875083861,,,0.8822028634879668,-1.6601423545589462,,,,,,,,,
0,,,,0.056974101556661876,0.001874397081711085,,,0.9681487697208836,-2.8651584730548123,,,,,,,,,
0,,,,0.12633847165967624,0.06022666857666616,,,0.6771815543870067,-2.0687906906270492,,,,,,,,,
0,,,,0.05770724932565143,0.011715097715182882,,,0.8312488958592533,-2.8523724751337096,,,,,,,,,
0,,,,0.08549288884629104,0.011267027822804105,,,0.8835568672373324,-2.459322077886763,,,,,,,,,
0,,,,0.10184043769343236,0.0013062413601353966,,,0.9873360793374936,-2.2843480268884084,,,,,,,,,
0,,,,0.054303143069824436,0.0006880623412891724,,,0.9874877748879075,-2.913173170295247,,,,,,,,,
0,,,0.0019718003854533356,0.004920141232702589,0.0018234465773818253,0.40076093189102285,0.2262435523483499,0.5645349492546626,-5.314418043056065,,,,,,,,,
0,,,,0.05078981915757767,0.002758254562800304,,,0.9484901253926781,-2.9800593547664294,,,,,,,,,
0,,,,0.2111713924284608,0.02337291716578211,,,0.9003475411268055,-1.5550851888413089,,,,,,,,,
0,,,,0.0022350266806775015,0.0008870390235719201,,,0.715880731669235,-6.103502113324547,,,,,,,,,
0,,,,0.12633290442569495,0.002872969548656522,,,0.9777644045097608,-2.068834757620853,,,,,,,,,
0,,,,0.02880178959777621,0.001200220592839175,,,0.9599953274726037,-3.547317754959099,,,,,,,,,
0,,,,0.04034077778233551,0.008113080602272038,,,0.8325606902576547,-3.210392465969271,,,,,,,,,
0,,,,0.06328071872271156,0.021300611986671596,,,0.7481641420391063,-2.7601745977694194,,,,,,,,,
0,,,,0.12050161779727109,0.050495734484894784,,,0.7046987347408115,-2.1160921004380566,,,,,,,,,
0,,,,0.19257704147863614,0.057037554280257786,,,0.7714975195787385,-1.6472589898457148,,,,,,,,,
0,,,,0.1449774843563618,0.05273209496721304,,,0.7332850783071527,-1.93117682891975,,,,,,,,,
0,,,,0.035289753993178866,0.001046239195592089,,,0.971206533693555,-3.3441626123258055,,,,,,,,,
0,,,,0.11163924975320497,0.024754297668530066,,,0.8185082935632676,-2.1924825905694436,,,,,,,,,
0,,,,0.027044422943798406,0.0018882221161550976,,,0.9347373144680561,-3.610274470776808,,,,,,,,,
0,,,,0.008578459140054704,0.00027893640000447624,,,0.9685080790687358,-4.758500969016227,,,,,,,,,
0,,,,0.06899719342188827,0.013400632928917015,,,0.8373666694572212,-2.673689450257227,,,,,,,,,
0,,,,0.0673780730299635,0.03587468161233793,,,0.6525547261511946,-2.6974356399587807,,,,,,,,,
0,,,0.004962691453837912,0.010024134286419004,0.0002142572245055749,0.4950743188428266,0.3264695986030658,0.6594355355901859,-4.602759664987778,,,,,,,,,
